playerid,BBrefMinorsID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,firstname,lastname,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debutYear,finalGame,college,lahmanID,MlbID,SeamheadsRetroID,holtzID,BBrefMLBid,Ethnicity,Arm Slot,,,,,,,,,,
11218,51218,,,1980,4,7,United States,,,,,,,,,Vincent,Rottino,,Vincent Antonio Rottino,,183,72,R,R,2014,2014,,11218,,,,11218,Asian,4,,,,,,,,,,
2092,42092,,,1976,5,3,South Korea,,Incheon,,,,,,,Woo-gu,Hwang,,Woo-Gu Hwang,,183,72,R,R,1999,2004,Inha University,2092,,,,2092,Asian,4,,,,,,,,,,
10648,50648,,,1987,6,22,South Korea,,Seoul,,,,,,,Moon-ho,Kim,,Moon-Ho Kim,,185,72,L,L,2006,2020,,10648,,,,10648,Asian,4,,,,,,,,,,
1866,41866,,,1976,10,4,South Korea,,Seoul,,,,,,,Hyun,Cho,,Hyun Cho,,178,70,R,R,1995,2002,,1866,,,,1866,Asian,4,,,,,,,,,,
10571,50571,,,1983,9,14,South Korea,,Cheongju,,,,,,,Kyung-heum,Yeon,,Kyung-Heum Yeon,,176,69,L,L,2006,2013,Inha University,10571,,,,10571,Asian,4,,,,,,,,,,
1340,41340,,,1964,11,19,South Korea,,Seoul,,,,,,,Jae-hwan,Cho,,Jae-Hwan Cho,,,,L,L,1987,1990,Wonkwang University,1340,,,,1340,Asian,4,,,,,,,,,,
1048,41048,,,1953,2,10,South Korea,,Seoul,,,,,,,Hong-beom,Lee,,Hong-Beom Lee,,168,66,R,R,1982,1986,,1048,,,,1048,Asian,4,,,,,,,,,,
10111,50111,,,1987,11,7,South Korea,,Wonju,,,,,,,Jae-hyun,Kim,,Jae-Hyun Kim,,174,68,S,R,2006,2020,,10111,,,,10111,Asian,4,,,,,,,,,,
10310,50310,,,1977,8,1,South Korea,,Cheonan,,,,,,,Gwang-ho,Sim,,Gwang-Ho Sim,,188,74,R,R,1997,2012,Mokwon University,10310,,,,10310,Asian,4,,,,,,,,,,
10242,50242,,,1981,12,11,South Korea,,Seoul,,,,,,,Jun-seo,Park,,Jun-Seo Park,,180,70,S,R,2001,2015,Sehan University,10242,,,,10242,Asian,4,,,,,,,,,,
2042,42042,,,1964,6,6,Venezuela,,,,,,,,,Edgar,Caceres,,Edgar Caceres,,183,72,L,R,1998,1999,,2042,,,,2042,Asian,4,,,,,,,,,,
1063,41063,,,1959,7,6,South Korea,,,,,,,,,Jae-sang,Kim,,Jae-Sang Kim,,,,R,R,1982,1991,Yeungnam University,1063,,,,1063,Asian,4,,,,,,,,,,
14742,54742,,,1994,1,23,United States,,,,,,,,,Addison,Russell,,Addison Wayne Russell,,183,72,R,R,2020,2023,,14742,,,,14742,Asian,4,,,,,,,,,,
10105,50105,,,1978,2,6,South Korea,,Seoul,,,,,,,Gil-sung,Choi,,Gil-Sung Choi,,186,73,R,R,2000,2009,Yonsei University,10105,,,,10105,Asian,4,,,,,,,,,,
10866,50866,,,1989,4,15,South Korea,,Jeonju,,,,,,,Jung-eum,Park,,Jung-Eum Park,,175,68,L,L,2015,2021,Sungkyunkwan University,10866,,,,10866,Asian,4,,,,,,,,,,
13929,53929,,,1991,11,2,Venezuela,,,,,,,,,Carlos,Asuaje,,Carlos A. Asuaje,,175,68,L,R,2019,2019,,13929,,,,13929,Asian,4,,,,,,,,,,
1939,41939,,,1970,9,6,South Korea,,Suwon,,,,,,,Pil-sun,Yoo,,Pil-Sun Yoo,,176,69,R,R,1996,2001,Keimyung University,1939,,,,1939,Asian,4,,,,,,,,,,
1206,41206,,,1961,7,12,South Korea,,,,,,,,,Young-kyun,Kim,,Young-Kyun Kim,,,,R,R,1984,1988,Yonsei University,1206,,,,1206,Asian,4,,,,,,,,,,
11344,51344,,,1996,10,30,South Korea,,Seoul,,,,,,,Jae-seong,Kim,,Jae-Seong Kim,,185,72,L,R,2015,2024,,11344,,,,11344,Asian,4,,,,,,,,,,
1345,41345,,,1964,6,18,South Korea,,Changwon,,,,,,,Jong-gab,Kim,,Jong-Gab Kim,,,,R,R,1987,1992,Yeungnam University,1345,,,,1345,Asian,4,,,,,,,,,,
2314,42314,,,1975,2,16,Dominican Republic,,,,,,,,,Angel,Pena,,Angel Maria Pena,,178,70,R,R,2004,2004,,2314,,,,2314,Asian,4,,,,,,,,,,
15132,55132,,,1999,2,25,South Korea,,Seoul,,,,,,,Soo-jong,Park,,Soo-Jong Park,,178,70,R,R,2022,2024,Kyungsung University,15132,,,,15132,Asian,4,,,,,,,,,,
10419,50419,,,1978,3,4,South Korea,,Seoul,,,,,,,Soo-sung,Jung,,Soo-Sung Jung,,173,68,L,R,1997,2013,,10419,,,,10419,Asian,4,,,,,,,,,,
1093,41093,,,1958,8,10,South Korea,,,,,,,,,Jung-ki,Jang,,Jung-Ki Jang,,,,R,R,1982,1985,Inha University,1093,,,,1093,Asian,4,,,,,,,,,,
12936,52936,,,1999,2,2,South Korea,,Pohang,,,,,,,Seong-yun,Kim,,Seong-Yun Kim,,163,64,L,L,2017,2024,,12936,,,,12936,Asian,4,,,,,,,,,,
2125,42125,,,1964,11,1,United States,,,,,,,,,Eddie,Williams,,Eddie Williams,,180,70,R,R,2000,2000,,2125,,,,2125,Asian,4,,,,,,,,,,
14225,54225,,,1990,7,29,United States,,,,,,,,,Jacob,Wilson,,Jacob Clinton Wilson,,180,70,R,R,2019,2019,,14225,,,,14225,Asian,4,,,,,,,,,,
1647,41647,,,1968,9,17,South Korea,,,,,,,,,Jae-beol,Park,,Jae-Beol Park,,,,L,L,1992,1998,Konkuk University,1647,,,,1647,Asian,4,,,,,,,,,,
1350,41350,,,1963,3,3,South Korea,,Gwangju,,,,,,,Yeon-soo,Lee,,Yeon-Soo Lee,,172,67,R,R,1987,1999,Sungkyunkwan University,1350,,,,1350,Asian,4,,,,,,,,,,
14228,54228,,,1987,2,22,Dominican Republic,,,,,,,,,Carlos,Peguero,,Carlos Peguero,,195,76,L,L,2019,2019,,14228,,,,14228,Asian,4,,,,,,,,,,
11132,51132,,,1985,3,15,South Korea,,Seoul,,,,,,,Tae-young,An,,Tae-Young An,,186,73,L,R,2004,2015,,11132,,,,11132,Asian,4,,,,,,,,,,
10645,50645,,,1988,10,2,South Korea,,Suwon,,,,,,,Jin-ho,Jeong,,Jin-Ho Jeong,,185,72,L,R,2011,2021,Chung-Ang University,10645,,,,10645,Asian,4,,,,,,,,,,
1736,41736,,,1969,7,23,South Korea,,,,,,,,,Jong-sung,Kim,,Jong-Sung Kim,,,,R,R,1993,1997,Kyung Hee University,1736,,,,1736,Asian,4,,,,,,,,,,
10911,50911,,,1989,10,29,South Korea,,Busan,,,,,,,Won-seok,Kim,,Won-Seok Kim,,182,71,R,R,2012,2020,,10911,,,,10911,Asian,4,,,,,,,,,,
10191,50191,,,1979,5,20,South Korea,,Seoul,,,,,,,Jae-woong,Yu,,Jae-Woong Yu,,183,72,L,R,2002,2012,Konkuk University,10191,,,,10191,Asian,4,,,,,,,,,,
11414,51414,,,1996,10,7,South Korea,,Cheonan,,,,,,,Do-yun,Lee,,Do-Yun Lee,,175,68,L,R,2015,2024,,11414,,,,11414,Asian,4,,,,,,,,,,
1372,41372,,,1965,12,9,South Korea,,Gwangju,,,,,,,Sung-kyu,Kim,,Sung-Kyu Kim,,172,67,L,L,1988,1993,Yonsei University,1372,,,,1372,Asian,4,,,,,,,,,,
1006,41006,,,1952,7,6,South Korea,,,,,,,,,Sung-kwan,Kim,,Sung-Kwan Kim,,,,R,R,1982,1984,Korea University,1006,,,,1006,Asian,4,,,,,,,,,,
1319,41319,,,1963,8,30,South Korea,,Seoul,,,,,,,Geon-woo,Kim,,Geon-Woo Kim,,176,69,R,R,1986,1997,Hanyang University,1319,,,,1319,Asian,4,,,,,,,,,,
2066,42066,,,1967,11,23,United States,,,,,,,,,Kevin,Dattolla,,Kevin Dattolla,,184,72,S,R,1999,1999,,2066,,,,2066,Asian,4,,,,,,,,,,
13161,53161,,,1999,6,24,South Korea,,Bucheon,,,,,,,Jung-bin,Yoon,,Jung-Bin Yoon,,182,71,L,R,2018,2024,,13161,,,,13161,Asian,4,,,,,,,,,,
1914,41914,,,1973,4,25,South Korea,,,,,,,,,Soo-chul,Seok,,Soo-Chul Seok,,,,R,R,1996,1996,Sungkyunkwan University,1914,,,,1914,Asian,4,,,,,,,,,,
11255,51255,,,1991,9,12,South Korea,,Ansan,,,,,,,Han-wool,Kang,,Han-Wool Kang,,181,71,L,R,2014,2024,Wonkwang University,11255,,,,11255,Asian,4,,,,,,,,,,
1291,41291,,,1963,2,24,South Korea,,Seoul,,,,,,,Kyung-sam,Min,,Kyung-Sam Min,,178,70,R,R,1986,1993,Korea University,1291,,,,1291,Asian,4,,,,,,,,,,
1564,41564,,,1971,9,9,South Korea,,Seoul,,,,,,,Hoi-yeol,Yang,,Hoi-Yeol Yang,,,,R,R,1991,1996,,1564,,,,1564,Asian,4,,,,,,,,,,
1049,41049,,,1959,12,5,South Korea,,,,,,,,,Jong-hyeon,Jeong,,Jong-Hyeon Jeong,,,,R,R,1982,1987,Hanyang University,1049,,,,1049,Asian,4,,,,,,,,,,
10324,50324,,,1988,1,2,South Korea,,Pohang,,,,,,,Sang-won,Baek,,Sang-Won Baek,,177,69,L,R,2013,2019,Dankook University,10324,,,,10324,Asian,4,,,,,,,,,,
1460,41460,,,1965,7,14,South Korea,,,,,,,,,Nam-soo,Hyun,,Nam-Soo Hyun,,,,R,R,1989,1991,Chung-Ang University,1460,,,,1460,Asian,4,,,,,,,,,,
10311,50311,,,1981,11,2,South Korea,,Seoul,,,,,,,Jung-sik,Lee,,Jung-Sik Lee,,183,72,R,R,2004,2016,Kyungsung University,10311,,,,10311,Asian,4,,,,,,,,,,
1730,41730,,,1970,8,15,South Korea,,Gwangju,,,,,,,Gab-joong,Kim,,Gab-Joong Kim,,174,68,R,R,1993,1999,Hanyang University,1730,,,,1730,Asian,4,,,,,,,,,,
14738,54738,,,1997,5,25,South Korea,,Seoul,,,,,,,Chan-yul,Yang,,Chan-Yul Yang,,179,70,L,R,2020,2024,Dankook University,14738,,,,14738,Asian,4,,,,,,,,,,
1373,41373,,,1964,3,22,South Korea,,Cheonan,,,,,,,Yang-geun,Cho,,Yang-Geun Cho,,,,R,R,1988,1994,Korea University,1373,,,,1373,Asian,4,,,,,,,,,,
1599,41599,,,1965,11,22,South Korea,,,,,,,,,Young-jin,Jung,,Young-Jin Jung,,,,R,R,1991,1993,Korea University,1599,,,,1599,Asian,4,,,,,,,,,,
11428,51428,,,1966,3,14,South Korea,,Incheon,,,,,,,Seung-hoon,Moon,,Seung-Hoon Moon,,,,R,R,1989,1992,Keimyung University,11428,,,,11428,Asian,4,,,,,,,,,,
12592,52592,,,1991,12,12,South Korea,,Seoul,,,,,,,Kyung-min,Na,,Kyung-Min Na,,177,69,L,L,2016,2019,,12592,,,,12592,Asian,4,,,,,,,,,,
11494,51494,,,1986,9,24,Dominican Republic,,,,,,,,,Deibinson,Romero,,Deibinson Romero,,188,74,R,R,2015,2016,,11494,,,,11494,Asian,4,,,,,,,,,,
10263,50263,,,1980,11,7,South Korea,,Seoul,,,,,,,In-koo,Lee,,In-Koo Lee,,186,73,L,L,2000,2013,Dong-A University,10263,,,,10263,Asian,4,,,,,,,,,,
1293,41293,,,1962,2,6,South Korea,,Seoul,,,,,,,Hyo-in,Seo,,Hyo-In Seo,,178,70,R,R,1986,1995,Korea University,1293,,,,1293,Asian,4,,,,,,,,,,
14630,54630,,,1989,7,20,United States,,,,,,,,,Tyler,Saladino,,Tyler Artolo Saladino,,183,72,R,R,2020,2020,,14630,,,,14630,Asian,4,,,,,,,,,,
10410,50410,,,1987,1,1,South Korea,,Seoul,,,,,,,Heon-do,Park,,Heon-Do Park,,178,70,R,R,2009,2019,Kyungsung University,10410,,,,10410,Asian,4,,,,,,,,,,
1594,41594,,,1972,4,20,South Korea,,Cheongju,,,,,,,Woo-soo,Lee,,Woo-Soo Lee,,183,72,R,R,1991,1996,,1594,,,,1594,Asian,4,,,,,,,,,,
15009,55009,,,1995,12,12,United States,,,,,,,,,Dj,Peters,,DJ Peters Jr,,202,79,R,R,2022,2022,,15009,,,,15009,Asian,4,,,,,,,,,,
13081,53081,,,1999,11,2,South Korea,,Cheongju,,,,,,,Hyung-jun,Kim,,Hyung-Jun Kim,,187,73,R,R,2018,2024,,13081,,,,13081,Asian,4,,,,,,,,,,
2134,42134,,,1968,7,23,United States,,,,,,,,,Chalres,Carpenter,,Charles Carpenter,,182,71,L,L,2000,2000,,2134,,,,2134,Asian,4,,,,,,,,,,
1202,41202,,,1960,4,29,South Korea,,Seoul,,,,,,,Kyung-pyo,Kim,,Kyung-pyo Kim,,,,R,R,1984,1989,Hanyang University,1202,,,,1202,Asian,4,,,,,,,,,,
1882,41882,,,1972,10,29,South Korea,,Seoul,,,,,,,Guk-hwan,Shin,,Guk-Hwan Shin,,177,69,R,R,1995,2002,Wonkwang University,1882,,,,1882,Asian,4,,,,,,,,,,
1507,41507,,,1964,9,14,Japan,,,,,,,,,Byung-soo,Kim,,Byung-Soo Kim,,,,R,R,1990,1991,,1507,,,,1507,Asian,4,,,,,,,,,,
10895,50895,,,1989,4,13,South Korea,,Seoul,,,,,,,Min-sang,Yoo,,Min-Sang Yoo,,186,73,L,R,2015,2021,Yonsei University,10895,,,,10895,Asian,4,,,,,,,,,,
1244,41244,,,1961,9,11,South Korea,,Incheon,,,,,,,Hoo-seung,Yang,,Hoo-Seung Yang,,171,67,R,R,1985,1992,Inha University,1244,,,,1244,Asian,4,,,,,,,,,,
12869,52869,,,1998,2,1,South Korea,,Seoul,,,,,,,Jeong-woo,Park,,Jeong-Woo Park,,175,68,L,L,2017,2024,,12869,,,,12869,Asian,4,,,,,,,,,,
2116,42116,,,1969,8,6,South Korea,,,,,,,,,Case,Mitchell,,Case Mitchell,,178,70,R,R,2000,2000,,2116,,,,2116,Asian,4,,,,,,,,,,
1438,41438,,,1967,1,11,South Korea,,Seoul,,,,,,,Woong,Na,,Woong Na,,,,R,R,1989,1995,Hanyang University,1438,,,,1438,Asian,4,,,,,,,,,,
10576,50576,,,1984,3,1,South Korea,,Daejeon,,,,,,,Hyun-seok,Jeong,,Hyun-Seok Jeong,,182,71,R,R,2007,2017,Kyung Hee University,10576,,,,10576,Asian,4,,,,,,,,,,
2139,42139,,,1967,10,9,United States,,,,,,,,,Jim,Tatum,,Jim Tatum,,185,72,R,R,2000,2000,,2139,,,,2139,Asian,4,,,,,,,,,,
2270,42270,,,1978,5,3,Japan,,,,,,,,,Ji-haeng,Ko,,Ji-Haeng Ko,,184,72,R,R,2003,2005,,2270,,,,2270,Asian,4,,,,,,,,,,
1926,41926,,,1977,5,28,South Korea,,Cheonan,,,,,,,Su-yeoun,Kim,,Su-Yeoun Kim,,175,68,L,L,1996,2008,,1926,,,,1926,Asian,4,,,,,,,,,,
2378,42378,,,1974,5,27,Japan,,,,,,,,,Shiotani,Kazuhiko,,Shiotani Kazuhiko,,183,72,R,R,2006,2006,,2378,,,,2378,Asian,4,,,,,,,,,,
1341,41341,,,1964,3,26,South Korea,,Jeonju,,,,,,,Man-hoo,Kim,,Man-Hoo Kim,,174,68,R,R,1987,1992,Wonkwang University,1341,,,,1341,Asian,4,,,,,,,,,,
1792,41792,,,1971,10,7,South Korea,,Seoul,,,,,,,Kwang-hyun,Kim,,Kwang-Hyun Kim,,182,71,R,R,1994,1999,Dankook University,1792,,,,1792,Asian,4,,,,,,,,,,
2091,42091,,,1969,6,17,United States,,,,,,,,,Billy,Hall,,Billy Hall,,175,68,S,R,1999,1999,,2091,,,,2091,Asian,4,,,,,,,,,,
1671,41671,,,1969,10,10,South Korea,,,,,,,,,Jung-min,Seo,,Jung-Min Seo,,,,R,R,1992,1995,Hongik University,1671,,,,1671,Asian,4,,,,,,,,,,
11237,51237,,,1978,6,25,United States,,,,,,,,,Luke,Scott,,Luke Scott,,182,71,L,L,2014,2014,,11237,,,,11237,Asian,4,,,,,,,,,,
1501,41501,,,1968,1,7,South Korea,,,,,,,,,Hyung-seok,Kang,,Hyung-Seok Kang,,,,L,L,1990,1997,Konkuk University,1501,,,,1501,Asian,4,,,,,,,,,,
1784,41784,,,1966,10,9,South Korea,,,,,,,,,Deuk-in,Ha,,Deuk-In Ha,,,,R,R,1994,1997,Wonkwang University,1784,,,,1784,Asian,4,,,,,,,,,,
1657,41657,,,1970,1,26,South Korea,,,,,,,,,Il-hyuk,Kim,,Il-Hyuk Kim,,,,R,R,1992,1995,Inha University,1657,,,,1657,Asian,4,,,,,,,,,,
1044,41044,,,1956,4,3,South Korea,,Pohang,,,,,,,Sang-deuk,Son,,Sang-Deuk Son,,172,67,R,R,1982,1988,Korea University,1044,,,,1044,Asian,4,,,,,,,,,,
2247,42247,,,1969,12,17,Dominican Republic,,,,,,,,,Rudy,Pemberton,,Rudy Hector Pemberton,,185,72,R,R,2002,2002,,2247,,,,2247,Asian,4,,,,,,,,,,
11141,51141,,,1990,7,30,South Korea,,Changwon,,,,,,,Jae-won,Choi,,Jae-Won Choi,,183,72,R,R,2013,2020,Yonsei University,11141,,,,11141,Asian,4,,,,,,,,,,
11498,51498,,,1990,2,17,South Korea,,Incheon,,,,,,,Jeong-hyeop,Huh,,Jeong-Hyeop Huh,,184,72,R,R,2015,2021,Seoul Arts & Culture University,11498,,,,11498,Asian,4,,,,,,,,,,
1157,41157,,,1959,8,25,South Korea,,Changwon,,,,,,,Young-tae,Park,,Young-Tae Park,,183,72,R,R,1983,1992,Dong-A University,1157,,,,1157,Asian,4,,,,,,,,,,
11119,51119,,,1994,6,21,South Korea,,Seoul,,,,,,,Seung-taek,Han,,Seung-Taek Han,,174,68,R,R,2013,2024,,11119,,,,11119,Asian,4,,,,,,,,,,
1650,41650,,,1969,5,2,South Korea,,,,,,,,,Byung-jo,Kim,,Byung-Jo Kim,,,,R,R,1992,1997,Sungkyunkwan University,1650,,,,1650,Asian,4,,,,,,,,,,
1688,41688,,,1974,3,14,South Korea,,Incheon,,,,,,,Yoon-sung,Hwang,,Yoon-Sung Hwang,,185,72,L,L,1992,2006,,1688,,,,1688,Asian,4,,,,,,,,,,
1306,41306,,,1963,3,2,South Korea,,Changwon,,,,,,,Kyung-taek,Im,,Kyung-Taek Im,,,,L,L,1986,1992,Hanyang University,1306,,,,1306,Asian,4,,,,,,,,,,
2284,42284,,,1976,7,3,South Korea,,Cheongju,,,,,,,Seung-jun,Lee,,Seung-Jun Lee,,184,72,R,R,2003,2006,Chung-Ang University,2284,,,,2284,Asian,4,,,,,,,,,,
10800,50800,,,1988,9,14,South Korea,,Seoul,,,,,,,Sung-gu,Han,,Sung-Gu Han,,185,72,R,R,2000,2019,,10800,,,,10800,Asian,4,,,,,,,,,,
1572,41572,,,1967,7,18,South Korea,,,,,,,,,Bong-gu,Gong,,Bong-Gu Gong,,,,R,R,1990,1991,Yeungnam University,1572,,,,1572,Asian,4,,,,,,,,,,
11352,51352,,,1980,3,4,United States,,,,,,,,,Jack,Hannahan,,Jack Hannahan,,189,74,L,R,2014,2015,,11352,,,,11352,Asian,4,,,,,,,,,,
1039,41039,,,1957,5,25,South Korea,,Pohang,,,,,,,Jung-hwan,Park,,Jung-Hwan Park,,180,70,R,R,1982,1992,Hanyang University,1039,,,,1039,Asian,4,,,,,,,,,,
11148,51148,,,1993,10,19,South Korea,,Suwon,,,,,,,Jin-sung,Kang,,Jin-Sung Kang,,176,69,R,R,2000,2024,,11148,,,,11148,Asian,4,,,,,,,,,,
10259,50259,,,1984,6,26,South Korea,,Changwon,,,,,,,Jeong-jun,Park,,Jeong-Jun Park,,185,72,L,L,2003,2016,,10259,,,,10259,Asian,4,,,,,,,,,,
15519,55519,,,2004,1,26,South Korea,,Seoul,,,,,,,Jun-young,Jung,,Jun-Young Jung,,173,68,L,L,2023,2024,,15519,,,,15519,Asian,4,,,,,,,,,,
1045,41045,,,1955,10,4,South Korea,,Seoul,,,,,,,Ji-hwon,Yoo,,Ji-Hwon Yoo,,174,68,R,R,1982,1988,,1045,,,,1045,Asian,4,,,,,,,,,,
1979,41979,,,1973,2,22,South Korea,,Suwon,,,,,,,Hee-sung,Moon,,Hee-Sung Moon,,195,76,R,R,1997,2006,Hongik University,1979,,,,1979,Asian,4,,,,,,,,,,
2420,42420,,,1978,5,20,Dominican Republic,,,,,,,,,Wilson,Valdez,,Wilson Antonio Valdez,,180,70,R,R,2008,2008,,2420,,,,2420,Asian,4,,,,,,,,,,
16162,56162,,,1996,11,19,Dominican Republic,,,,,,,,,Lewin,Diaz,,Lewin D?az,,188,74,L,L,2024,2024,,16162,,,,16162,Asian,4,,,,,,,,,,
1432,41432,,,1966,12,14,South Korea,,Busan,,,,,,,Sang-woo,Kim,,Sang-Woo Kim,,,,L,R,1989,1994,Kyungsung University,1432,,,,1432,Asian,4,,,,,,,,,,
2089,42089,,,1976,9,14,South Korea,,Seoul,,,,,,,Kyu-sik,Han,,Kyu-Sik Han,,176,69,R,R,1999,2007,Chung-Ang University,2089,,,,2089,Asian,4,,,,,,,,,,
1786,41786,,,1971,11,15,South Korea,,Changwon,,,,,,,Jin-sik,Jung,,Jin-Sik Jung,,180,70,R,R,1994,2001,Dong-A University,1786,,,,1786,Asian,4,,,,,,,,,,
15862,55862,,,1994,12,15,United States,,,,,,,,,David,MacKinnon,,David MacKinnon,,188,74,R,R,2024,2024,,15862,,,,15862,Asian,4,,,,,,,,,,
15473,55473,,,2004,7,15,South Korea,,Seoul,,,,,,,Dong-heon,Kim,,Dong-Heon Kim,,182,71,R,R,2023,2024,,15473,,,,15473,Asian,4,,,,,,,,,,
14991,54991,,,1991,3,26,South Korea,,,,,,,,,Hernan,Perez,,Hern?n Alejandro P?rez,,,,R,R,2021,2021,,14991,,,,14991,Asian,4,,,,,,,,,,
14796,54796,,,2002,1,14,South Korea,,Seoul,,,,,,,Seong-bin,Son,,Seong-Bin Son,,186,73,R,R,2021,2024,,14796,,,,14796,Asian,4,,,,,,,,,,
12549,52549,,,1997,9,7,South Korea,,Gwangju,,,,,,,Ki-yeon,Kim,,Ki-Yeon Kim,,178,70,R,R,2016,2024,,12549,,,,12549,Asian,4,,,,,,,,,,
13094,53094,,,1999,2,22,South Korea,,Seoul,,,,,,,Jae-hyun,Choo,,Jae-Hyun Choo,,178,70,L,L,2018,2024,,13094,,,,13094,Asian,4,,,,,,,,,,
1386,41386,,,1960,9,6,South Korea,,Changwon,,,,,,,Sang-guk,Park,,Sang-Guk Park,,,,L,L,1988,1992,Kyung Hee University,1386,,,,1386,Asian,4,,,,,,,,,,
1802,41802,,,1974,4,21,South Korea,,Incheon,,,,,,,Ji-young,Kim,,Ji-Young Kim,,180,70,R,R,1994,2002,,1802,,,,1802,Asian,4,,,,,,,,,,
1216,41216,,,1959,1,3,Japan,,,,,,,,,Shin-cha,Hong,,Shin-Cha Hong,,,,R,R,1984,1985,,1216,,,,1216,Asian,4,,,,,,,,,,
11182,51182,,,1991,1,20,South Korea,,Seoul,,,,,,,Jun-wahn,Kim,,Jun-Wahn Kim,,174,68,L,R,2013,2023,Korea University,11182,,,,11182,Asian,4,,,,,,,,,,
1824,41824,,,1970,12,21,South Korea,,Pohang,,,,,,,Ki-chang,Jung,,Ki-Chang Jung,,182,71,R,R,1994,1998,Hanyang University,1824,,,,1824,Asian,4,,,,,,,,,,
11216,51216,,,1986,11,13,South Korea,,,,,,,,,Josh,Bell,,Joshua Lee Josh Bell,,190,74,S,R,2014,2014,,11216,,,,11216,Asian,4,,,,,,,,,,
11084,51084,,,1990,9,16,South Korea,,Seongnam,,,,,,,Dong-hun,Baek,,Dong-Hun Baek,,184,72,R,R,2013,2021,Chung-Ang University,11084,,,,11084,Asian,4,,,,,,,,,,
10468,50468,,,1990,5,20,South Korea,,Gwangju,,,,,,,Seon-jae,Moon,,Seon-Jae Moon,,185,72,R,R,2010,2021,,10468,,,,10468,Asian,4,,,,,,,,,,
14122,54122,,,2000,9,2,South Korea,,Suwon,,,,,,,Seung-kyu,Park,,Seung-Kyu Park,,178,70,R,R,2019,2024,,14122,,,,14122,Asian,4,,,,,,,,,,
10395,50395,,,1981,2,11,South Korea,,Daegu,,,,,,,Do-young,Kwon,,Do-Young Kwon,,177,69,R,R,2007,2010,Korea University,10395,,,,10395,Asian,4,,,,,,,,,,
1346,41346,,,1963,5,13,South Korea,,Daegu,,,,,,,Tae-ho,Park,,Tae-Ho Park,,,,R,R,1987,1992,Yeungnam University,1346,,,,1346,Asian,4,,,,,,,,,,
10086,50086,,,1979,12,21,South Korea,,Seoul,,,,,,,Il-sang,Heo,,Il-Sang Heo,,176,69,R,R,2002,2009,Dankook University,10086,,,,10086,Asian,4,,,,,,,,,,
12506,52506,,,1983,1,5,Venezuela,,,,,,,,,Aarom,Baldiris,,Aarom Baldiris,,185,72,R,R,2016,2016,,12506,,,,12506,Asian,4,,,,,,,,,,
15058,55058,,,2003,5,7,South Korea,,Gwangju,,,,,,,Do-hyun,Yoon,,Do-Hyun Yoon,,181,71,R,R,2022,2024,,15058,,,,15058,Asian,4,,,,,,,,,,
10852,50852,,,1986,3,20,South Korea,,Gyeongju,,,,,,,Hwa-joon,Cha,,Hwa-Joon Cha,,180,70,L,R,2005,2015,,10852,,,,10852,Asian,4,,,,,,,,,,
1727,41727,,,1970,6,27,South Korea,,,,,,,,,Gi-sung,Ko,,Gi-Sung Ko,,,,R,R,1993,1998,Dong-A University,1727,,,,1727,Asian,4,,,,,,,,,,
12649,52649,,,1991,7,12,South Korea,,Gwangju,,,,,,,Yong-je,Choi,,Yong-Je Choi,,182,71,R,R,2015,2022,Hongik University,12649,,,,12649,Asian,4,,,,,,,,,,
11400,51400,,,1995,8,25,South Korea,,Incheon,,,,,,,Ki-hwan,Kim,,Ki-Hwan Kim,,182,71,L,R,2015,2022,,11400,,,,11400,Asian,4,,,,,,,,,,
1818,41818,,,1965,5,2,South Korea,,,,,,,,,Sung-joo,Lim,,Sung-Joo Lim,,,,L,L,1994,1996,Kyung Hee University,1818,,,,1818,Asian,4,,,,,,,,,,
1199,41199,,,1950,12,13,Japan,,,,,,,,,Il-soo,Song,,Il-Soo Song,,173,68,R,R,1984,1986,,1199,,,,1199,Asian,4,,,,,,,,,,
11416,51416,,,1980,7,2,South Korea,,,,,,,,,Nyjer,Morgan,,Nyjer Jamid Morgan,,180,70,L,L,2015,2015,Walla Walla University (USA),11416,,,,11416,Asian,4,,,,,,,,,,
10401,50401,,,1987,11,21,South Korea,,Cheonan,,,,,,,Jae-shin,Yoo,,Jae-Shin Yoo,,179,70,R,R,2006,2020,,10401,,,,10401,Asian,4,,,,,,,,,,
10701,50701,,,1983,12,13,South Korea,,Changwon,,,,,,,Eun-jae,Ryu,,Eun-Jae Ryu,,181,71,R,R,2006,2017,Dankook University,10701,,,,10701,Asian,4,,,,,,,,,,
12548,52548,,,1990,7,24,South Korea,,Cheonan,,,,,,,Dong-yub,Kim,,Dong-Yub Kim,,186,73,R,R,2016,2024,,12548,,,,12548,Asian,4,,,,,,,,,,
15651,55651,,,1992,2,28,South Korea,,,,,,,,,Niko,Goodrum,,Niko Goodrum,,190,74,S,R,2023,2023,,15651,,,,15651,Asian,4,,,,,,,,,,
2081,42081,,,1976,5,12,South Korea,,Cheongju,,,,,,,Il-hyun,Jang,,Il-Hyun Jang,,179,70,L,L,1999,2006,Chung-Ang University,2081,,,,2081,Asian,4,,,,,,,,,,
2225,42225,,,1975,5,20,South Korea,,,,,,,,,Amaury,Garcia,,Amaury Garcia,,180,70,R,R,2002,2002,,2225,,,,2225,Asian,4,,,,,,,,,,
